category_id,category_name,category_slug,listing_id,listing_title,listing_url,tagline,address,email,phone,description,category_names
1395,Event Planning,event-planning,7079,Baha Yehia Religious Marriage Celebrant,https://ummahdirectory.com.au/event-planning/baha-yehia-religious-marriage-celebrant/,Marriage Celebrant across Melbourne,"Harmer Street, Reservoir VIC 3073",celebrant.bahayehia@gmail.com,0430 465 445,"Authorised religious marriage celebrant, Islamic & Civil ceremonies.
Products/Services:
– Nikkah according to Quran & Sunnah
– Civil marriages according to the Marriage Act
Born in Melbourne, Australia, Baha Yehia was brought up by proud Lebanese migrants Khodr and Mona Yehia in a family of 11. He attended local primary and secondary schools in Brunswick where he became proficient in both the English and Arabic language.
Baha became an authorised celebrant in 2017 after completing a certificate IV in Celebrancy. He opted for the option of being a Religious Celebrant which allows him to conduct civil and religious ceremonies.
Harmer Street, Reservoir VIC 3073
E-Mail
0430 465 445","[""Event Planning""]"
1395,Event Planning,event-planning,5736,Catering by Nez,https://ummahdirectory.com.au/event-planning/catering-by-nez/,Catering specialist for events with Turkish and Mediterranean classics,Greenvale VIC 3059,,0452 616 258,"Catering By Nez offers catering with their creative buffet styling and homemade fresh finger food based in Melbourne.
Greenvale VIC 3059
0452 616 258","[""Catering"", ""Event Planning"", ""Victoria""]"
1590,Fitness,fitness,3211,Control Jiu Jitsu Academy,https://ummahdirectory.com.au/fitness/control-jiu-jitsu-academy/,Jiu jitsu academy and a range of martial arts in Hoppers Crossing,"Factory 2, 4 Nevada Ct, Hoppers Crossing VIC 3029",,0435 691 999,"Male classes, women only classes, skits classes, school program private classes, AFL training
About bjj
It is an effective form of self-defense for children, men, women helping them to feel more confident and prepared to handle conflicts or threatening situations. Brazilian Jiu Jitsu increases stamina, endurance, flexibility, and self-confident
Owned by Walid Soliman
– Walid started training in Brazilian Jiu Jitsu in 2012. Since that time he has achieved numerous milestones including Gold in the IBJJF International Sydney, 2
nd
in the Victorian BJJ Championship and is a Pampax Champion.
Factory 2, 4 Nevada Ct, Hoppers Crossing VIC 3029
0435 691 999","[""Fitness"", ""Gyms""]"
1590,Fitness,fitness,2296,Boss Fitness Female Studio,https://ummahdirectory.com.au/fitness/boss-fitness-female-studio/,Womens only gym & fitness community located in the heart of Coolaroo est. in 2016,"16-18 West Ct, Coolaroo VIC 3048",bossfitness16@gmail.com,0499 090 097,"Womens only gym & fitness community located in the heart of Coolaroo est. in 2016
We have Group Fitness classes and Reformer Pilates that cater for all fitness levels and coaches that will help support each members on their journey.
16-18 West Ct, Coolaroo VIC 3048
E-Mail
0499 090 097","[""Fitness"", ""Gyms""]"
1371,Food and Beverage,food-and-beverage,7480,Belco Halal Kebabs & Pizzeria,https://ummahdirectory.com.au/food-and-beverage/belco-halal-kebabs-pizzeria/,Middle Eastern and pizza house located in Belconnen,"Lathlain Street Shop 328A, Westfield, Belconnen ACT 2617",,(02) 6253 2928,"Nestled in the heart of Westfield Belconnen, lies a vibrant Middle Eastern restaurant that features kebabs, burgers, and pizzas. Whether you prefer to dine in, grab a takeaway, or enjoy the convenience of delivery, this restaurant caters to all your dining needs.
Lathlain Street Shop 328A, Westfield, Belconnen ACT 2617
(02) 6253 2928","[""Australian Canberra Territory"", ""Food and Beverage"", ""Restaurants & Takeaway""]"
1371,Food and Beverage,food-and-beverage,7491,Turquoise Turkish Restaurant,https://ummahdirectory.com.au/food-and-beverage/turquoise-turkish-restaurant/,"July 15, 2024","July 15, 2024",,,"Queanbeyan NSW 2620
Authentic Turkish cuisine in the heart of Queanbeyan
Located in Queanbeyan, lies a vibrant Turkish restaurant that is perfect for dinner, takeaway, catering and prefect location for a special event.
share this article:
Twitter
Menu
Suggest a Listing
Contact us
Get Listed
Subscribe for Offers, News and More
Full Name*
Email*
Post Code
Subscribe
Terms & Policies
ABN 88 675 131 932","[""Australian Capital Territory"", ""Food and Beverage"", ""Restaurants & Takeaway""]"
1371,Food and Beverage,food-and-beverage,7236,Sugar Cookies by Ash,https://ummahdirectory.com.au/food-and-beverage/sugar-cookies-by-ash/,Grazing boxes for your next picnic and house party,Kalkallo VIC 3064,sugarcookies.byash@gmail.com,0452 432 722,"We make custom fondant sugar cookies for all events, these include cookies for weddings, corporate events, parties and more! We also make chunky loaded cookies in various flavours. A cookie business that brings the best of both worlds. Made with love and passion!
Products/Services: Our products are made in house, and we can cater to any event, our services go from themed sugar cookies to edible image cookies. Our chunky loaded cookies are a crowd favourite!
Kalkallo VIC 3064
sugarcookies.byash@gmail.com
0452 432 722","[""Cakes & Sweets"", ""Food and Beverage""]"
1371,Food and Beverage,food-and-beverage,7224,Boxed Happiness,https://ummahdirectory.com.au/food-and-beverage/boxed-happiness/,Grazing boxes for your next picnic and house party,Werribee South VIC 3030,boxed.happiness@hotmail.com,0478 790 827,"Boxed Happiness specialises in grazing boxes (both savoury and sweet), tables and picnic events.
Products/Services: Grazing box price list:
Small (feeds 1-4) – $70
Medium (feeds 4-7) – $100
Large (feeds 7-12) – $150
Boxes include savoury, sweet and fruit options.
Our savoury boxes include a range of delightful ingredients including soft and hard cheeses, cured meats, marinated olives, Caprese skewers, artisan crackers, fruits, berries, vegetables, nuts, dips and seasonal produce.
Our sweet boxes include a variety of treats such as selected donuts, waffles, croissants, chocolate, cookies, lollies and we’re open to any special requests.
Our fruit boxes are subject to seasonal produce as well as any special requests.
Werribee South VIC 3030
boxed.happiness@hotmail.com
0478 790 827","[""Food and Beverage"", ""Grazing Boxes""]"
1371,Food and Beverage,food-and-beverage,7207,Lahori Gate Restaurant ,https://ummahdirectory.com.au/food-and-beverage/lahori-gate-restaurant/,,"4/1 Weetangera Place, Weetangera ACT 2614",lahorigatewt@gmail.com,(02) 6128 0760,,"[""Australian Capital Territory"", ""Food and Beverage"", ""Restaurants & Takeaway""]"
1373,Home & Construction,trades,7129,SI Personalised,https://ummahdirectory.com.au/trades/si-personalised/,Home fragrances and more at online store,Roxburgh Park VIC 3064,si_personalised@outlook.com,0430 417 905,"Home Fragrance one stop shop where you can get it all. Also specialising in event bonboniniere to cater to the individual needs & vision of our clients.
Products/Services: Our business specialises in a variety of home fragrances like candles, reed diffusers, and home aroma sprays, along with wax melts and more.
We offer wholesale orders and cater to special events such as wedding and engagement bonbonniere.
Additionally, we provide personalised chocolates to add a special touch to your occasions.
We cater to our clients individual needs and will work with you to create your vision.
Roxburgh Park VIC 3064
E-Mail
0430 417 905","[""Giftware"", ""Home & Construction""]"
1373,Home & Construction,trades,6990,Medinair Air Conditioning,https://ummahdirectory.com.au/trades/medinair-air-conditioning/,For all your air conditioning needs across Melbourne,Meadow Heights VIC 3048,,0400 361 311,"A/C System Repair / Replacement / Maintenance
AC Installation
All Over Melbourne – Contact 0400 361 311
Meadow Heights VIC 3048
0400 361 311","[""Home & Construction""]"
1373,Home & Construction,trades,5044,Haddarco,https://ummahdirectory.com.au/trades/haddarco/,Construction company established in 1965 focused on major building projects,"104 Paisley St, Footscray VIC 3011",info@haddarco.com.au,(03) 9748 9377,"Founded in 1965 by Radwan Haddara, previously known as Haddara Constructions, Haddarco has progressed into a well-known and respected company within the construction industry today.
Projects include:
Islamic College of Melbourne (ICOM)
ICOM Primary Extension
Umma Centre
Australian Islamic Centre
104 Paisley St, Footscray VIC 3011
info@haddarco.com.au
(03) 9748 9377","[""Builders"", ""Home & Construction"", ""Victoria"", ""Windows""]"
1373,Home & Construction,trades,4861,Citywide Automation,https://ummahdirectory.com.au/trades/citywide-automation/,Electrician serving urban areas of Melbourne,Broadmeadows VIC 3047,,1300 715 765,"Citywide Automation are experts in residential and commercial electrical services. Whether you need a small wiring fix or the installation of state-of-the-art “smart home” automation, we get the job done right.
Contact 1300 715 765
Broadmeadows VIC 3047
1300 715 765","[""Electrical & Data"", ""Home & Construction"", ""Victoria""]"
1373,Home & Construction,trades,4857,WS Electrical Services,https://ummahdirectory.com.au/trades/ws-electrical-services-2/,Electrician serving urban areas of Melbourne,Brunswick West VIC 3055,,0412 531 564,"Domestic | Commercial | Industrial | Data Cabling
Contact Khaled on 0412 531 564
Brunswick West VIC 3055
0412 531 564","[""Electrical & Data"", ""Home & Construction"", ""Victoria""]"
1410,Medical,medical,7123,The Blessed Cup – Hijama Therapy,https://ummahdirectory.com.au/medical/the-blessed-cup-hijama-therapy/,Qualified female Hijama therapist in Narre Warren South,"Shrives Road, Narre Warren South VIC 3805",the.blessed.cup@outlook.com,0406 042 706,"Hijama Therapy Clinic located in South East Melbourne
Products/Services:
– ᴄᴇʀᴛɪꜰɪᴇᴅ ꜰᴇᴍᴀʟᴇ ʜɪᴊᴀᴍᴀ ᴛʜᴇʀᴀᴘɪꜱᴛ
– ᴡᴇᴛ/ᴅʀʏ & ꜰɪʀᴇ ᴄᴜᴘᴘɪɴɢ
– ꜰᴀᴄɪᴀʟ ᴄᴜᴘᴘɪɴɢ & ʟʏᴍᴘʜᴀᴛɪᴄ ᴅʀᴀɪɴᴀɢᴇ
– ᴍᴀꜱꜱᴀɢᴇ ᴛʜᴇʀᴀᴘʏ
Shrives Road, Narre Warren South VIC 3805
E-Mail
0406 042 706","[""Cupping"", ""Medical""]"
1410,Medical,medical,6306,Dr M.A. Ahad – Fordgate Medical Centre,https://ummahdirectory.com.au/medical/dr-m-a-ahad/,Medical Doctor located at Fordgate Medical Centre on Barry Rd,"313 Barry Rd, Campbellfield VIC 3061",,(03) 9357 9866,"Doctor located at Fordgate Medical Centre on Barry Rd.
313 Barry Rd, Campbellfield VIC 3061
(03) 9357 9866","[""Doctors (Male)"", ""Medical"", ""Victoria""]"
1410,Medical,medical,6292,Equilibrium Psychological Services,https://ummahdirectory.com.au/medical/equilibrium-psychological-services/,Psychology clinic located in Dandenong,"Suite 8/57 Robinson St, Dandenong VIC 3175",epsdandenong@gmail.com,(03) 9793 2115,"Providing Mental Healthcare services for anyone who needs help with challenges of a dynamic life in Dandenong location.
Suite 8/57 Robinson St, Dandenong VIC 3175
epsdandenong@gmail.com
(03) 9793 2115","[""Medical"", ""Psychologists & Counsellors"", ""Victoria""]"
1410,Medical,medical,6284,Somerton Road Medical Centre,https://ummahdirectory.com.au/medical/somerton-road-medical-centre/,Medical clinic located in the Roxburgh Village Shopping Centre,"1/250 Somerton Rd, Roxburgh Park VIC 3064",,(03) 8339 8800,"Medical clinic located in Roxburgh Park
1/250 Somerton Rd, Roxburgh Park VIC 3064
(03) 8339 8800","[""Doctors (Female)"", ""Doctors (Male)"", ""Medical"", ""Victoria""]"
1410,Medical,medical,6281,Dr AA Sheriff & Dr Mrs TS Sheriff,https://ummahdirectory.com.au/medical/dr-ts-sheriff/,Medical doctor located in St Albans,"17 Victoria Cres, St Albans VIC 3021",,(03) 9364 2963,"Medical Doctors located in St Albans
17 Victoria Cres, St Albans VIC 3021
(03) 9364 2963","[""Doctors (Female)"", ""Doctors (Male)"", ""Medical"", ""Victoria""]"
1514,Mosques,mosque-musalla,8072,MCSA Islamic Centre,https://ummahdirectory.com.au/mosque-musalla/mcsa-islamic-centre/,"August 11, 2025","August 11, 2025",,,"Elizabeth South SA 5112
Mosque in Elizabeth South and home to Muslim Community SA
Masjid Al-Tawheed and Muslim Community South Australia (MCSA) Islamic Centre offers daily, weekly, and monthly classes, youth clubs, revert support, dawah training, Qur’an and Ibadah workshops, and social gatherings to unite and support Muslims of all ages.
Products/Services: Tarbiyah Academy Program
Focus: High-quality Islamic education for children and youth aged 4-16
Curriculum includes:
Qur’an memorization (Hifz)
Hadith memorization with understanding
Islamic manners (Akhlaq) and Seerah of the Prophet (PBUH)
Quranic Arabic using Qadiah IQRA method
Arabic language skills: reading, writing, speaking, listening
Schedule: Weekend classes (usually weekends or specified days)
Additional activities: Sports Day, Qur’an and Hadith competitions, and other educational events
share this article:
Twitter
Menu
Suggest a Listing
Contact us
Get Listed
Subscribe for Offers, News and More
Full Name*
Email*
Post Code
Subscribe
Terms & Policies
ABN 88 675 131 932","[""Mosques"", ""South Australia""]"
1514,Mosques,mosque-musalla,2630,Al-Azhar Mosque,https://ummahdirectory.com.au/mosque-musalla/al-azhar-mosque/,Neighbourhood mosque located in the heart of Belmore,"172B Burwood Road, Belmore NSW 2192",info@alazhar.com.au,0455 376 700,"Neighbourhood mosque located in the heart of Belmore
172B Burwood Road, Belmore NSW 2192
info@alazhar.com.au
0455 376 700","[""Mosques"", ""New South Wales""]"
1514,Mosques,mosque-musalla,6249,The Islamic Centre of Western Australia,https://ummahdirectory.com.au/western-australia/the-islamic-centre-of-western-australia/,Mosque and Islamic Centre located in the suburb of Maylands est. 1994,"238 Guildford Rd, Maylands WA 6051",info@icentrewa.com.au,(08) 9271 3332,"The Islamic Centre of Western Australia (WA) is a not for profit organisation in operation since 1994, it provides youth Islamic classes and education.
A Masjid and Multipurpose Islamic Centre is being built for the growing Muslim community of Perth Australia. The purchased site was previously a tavern.
238 Guildford Rd, Maylands WA 6051
info@icentrewa.com.au
(08) 9271 3332","[""Mosques"", ""Western Australia""]"
1514,Mosques,mosque-musalla,2751,Granville Youth Association – The Ave Masjid,https://ummahdirectory.com.au/mosque-musalla/granville-youth-association-the-ave-masjid/,Youth focused mosque providing services to the local community of Granville,"20 The Avenue, Granville NSW 2142",info@gya.org.au,0493 970 100,"Youth focused mosque providing services to the local community and spot for 5 daily prayers.
Womens area available
20 The Avenue, Granville NSW 2142
info@gya.org.au
0493 970 100","[""Mosques"", ""New South Wales""]"
1514,Mosques,mosque-musalla,2713,Jamia Masjid Griffith,https://ummahdirectory.com.au/mosque-musalla/jamia-masjid-griffith/,Rural mosque serving the town of Griffith in New South Wales,"58 Benerembah Street, Griffith NSW 2680",,0459 472 139,"Rural mosque serving the town of Griffith in New South Wales. Mosque open at Fajr salah and closes 30 minutes after Esha salah.
Contact Br Imran on 0426191786 or Zia on 0402186920 for details
58 Benerembah Street, Griffith NSW 2680
0459 472 139","[""Mosques"", ""New South Wales""]"
1876,New South Wales,new-south-wales,8004,Malek Fahd Islamic School – Beaumont Hills,https://ummahdirectory.com.au/education/malek-fahd-islamic-school-beaumont-hills/,"July 18, 2025","July 18, 2025",,,"Beaumont Hills NSW 2155
Australia’s oldest Islamic school with new campus in Hills District
Islamic Co-ed Primary & Secondary School in Beaumont Hills
Malek Fahd Islamic School is Australia’s oldest Islamic school, founded in 1989 through a gift from King Fahd of Saudi Arabia. This same spirit of charity is one we hope to pay forward to future generations as we remain committed to promoting religious tolerance, cultural diversity, and academic excellence within the broader Australian society.
share this article:
Twitter
Menu
Suggest a Listing
Contact us
Get Listed
Subscribe for Offers, News and More
Full Name*
Email*
Post Code
Subscribe
Terms & Policies
ABN 88 675 131 932","[""Education"", ""General & Islamic Schools"", ""New South Wales""]"
1876,New South Wales,new-south-wales,7999,Malek Fahd Islamic School – Hoxton Park,https://ummahdirectory.com.au/education/malek-fahd-islamic-school-hoxton-park/,"July 18, 2025","July 18, 2025",,,"Hoxton Park NSW 2171
Australia’s oldest Islamic school with new Hoxton Park campus
Islamic Co-ed Primary & Secondary School in Hoxton Park
Malek Fahd Islamic School is Australia’s oldest Islamic school, founded in 1989 through a gift from King Fahd of Saudi Arabia. This same spirit of charity is one we hope to pay forward to future generations as we remain committed to promoting religious tolerance, cultural diversity, and academic excellence within the broader Australian society.
share this article:
Twitter
Menu
Suggest a Listing
Contact us
Get Listed
Subscribe for Offers, News and More
Full Name*
Email*
Post Code
Subscribe
Terms & Policies
ABN 88 675 131 932","[""Education"", ""General & Islamic Schools"", ""New South Wales""]"
1876,New South Wales,new-south-wales,7994,Malek Fahd Islamic School – Greenacre,https://ummahdirectory.com.au/education/malek-fahd-islamic-school-greenacre/,"July 18, 2025","July 18, 2025",,,"Greenacre NSW 2190
Australia’s oldest Islamic school includes separate primary and secondary campuses
Islamic Co-ed Primary & Secondary School in Greenacre
Malek Fahd Islamic School is Australia’s oldest Islamic school, founded in 1989 through a gift from King Fahd of Saudi Arabia. This same spirit of charity is one we hope to pay forward to future generations as we remain committed to promoting religious tolerance, cultural diversity, and academic excellence within the broader Australian society.
share this article:
Twitter
Menu
Suggest a Listing
Contact us
Get Listed
Subscribe for Offers, News and More
Full Name*
Email*
Post Code
Subscribe
Terms & Policies
ABN 88 675 131 932","[""Education"", ""General & Islamic Schools"", ""New South Wales""]"
1876,New South Wales,new-south-wales,6810,Philliez Penrith,https://ummahdirectory.com.au/food-and-beverage/philliez-penrith/,Tastiest burgers in Sydney open late across a number of suburbs including Penrith,"13 Pattys Pl, Jamisontown NSW 2750",,(02) 4737 2227,"100% Halal American inspired fast food offering burgers, Philli cheese steaks, shakes, fries and more at Penrith Homemaker Centre location.
13 Pattys Pl, Jamisontown NSW 2750
(02) 4737 2227","[""Food and Beverage"", ""New South Wales"", ""Restaurants & Takeaway""]"
1876,New South Wales,new-south-wales,6805,Philliez Michinbury,https://ummahdirectory.com.au/food-and-beverage/philliez-michinbury/,Tastiest burgers in Sydney open late across a number of suburbs including Minchinbury,"17 John Hines Ave, Minchinbury NSW 2770",,(02) 4231 4522,"100% Halal American inspired fast food offering burgers, Philli cheese steaks, shakes, fries and more at Minchinbury location.
17 John Hines Ave, Minchinbury NSW 2770
(02) 4231 4522","[""Food and Beverage"", ""New South Wales"", ""Restaurants & Takeaway""]"
1630,Professional Services,professional-services,8048,Eva Idham Architecture,https://ummahdirectory.com.au/professional-services/eva-idham-architecture/,"August 5, 2025","August 5, 2025",,,"Malvern VIC 3144
Architect and Interior Design with 17 years experience
Eva has over 17 years of local Australian architecture experience and is an Architect skilled in a diverse range of projects including single residences, multi-residential developments, educational facilities and museums. She excels at leading multi-disciplinary teams and managing complex projects from conception to completion, consistently delivering exceptional outcomes for Clients.
Her approach to design and client relationships is rooted in collaboration, community engagement, and a deep respect for culture and materials.
share this article:
Twitter
Menu
Suggest a Listing
Contact us
Get Listed
Subscribe for Offers, News and More
Full Name*
Email*
Post Code
Subscribe
Terms & Policies
ABN 88 675 131 932","[""Professional Services"", ""Victoria""]"
1630,Professional Services,professional-services,8008,Nasihah Legal,https://ummahdirectory.com.au/professional-services/nasihah-legal/,Nasihah Lawyers is a boutique law firm operating in the centre of Coburg,"1/288 Sydney Road, Coburg VIC 3058",mohammed@nasihahlegal.com.au,0426 988 250,"At Nasihah Legal, we are driven by the core principles of integrity, sincerity, and compassion. ‘Nasihah’ is more than just a name—it’s our guiding philosophy.
📞 Book your free consultation – 0426 988 250
Products/Services: Our team offer a wide range of legal services including:
– Family Law (parenting & property)
– Criminal Law
– Property Law & Conveyancing
– Wills & Estate (Islamic wills also)
– Civil Law
– VCAT matters
1/288 Sydney Road, Coburg VIC 3058
E-Mail
0426 988 250","[""Lawyers"", ""Professional Services"", ""Victoria""]"
1630,Professional Services,professional-services,5103,Tax and Accounting Professionals,https://ummahdirectory.com.au/professional-services/tax-and-accounting-professionals/,Established accounting and tax professional in Dandenong since 2003,"41 Walker St, Dandenong VIC 3175",accounts@taap.com.au,(03) 9793 9182,"Tax & Accounting Professionals (TAAP) has delivered a broad range of services since 2003 for people and businesses all over the south east and east of Melbourne. We are located in one of the most ethnically and culturally diverse areas of Melbourne – Dandenong.
We strive to develop partnerships with our clients that allow us to gain a better understanding of their evolving needs and changing expectations. Throughout our history, we have assisted individuals, businesses and self-funded retirees, with a particular focus on the small to medium business market. Remaining true to our core client base has enabled us to develop a depth of knowledge and expertise specific to our clients’ needs.
41 Walker St, Dandenong VIC 3175
accounts@taap.com.au
(03) 9793 9182","[""Accountants"", ""Professional Services"", ""Victoria""]"
1630,Professional Services,professional-services,4842,Taxhouse Group Accounting,https://ummahdirectory.com.au/professional-services/taxhouse-group-accounting/,Accounting taxation and advisory firm located in the hearf of Coburg,"Level 1/366 Sydney Rd, Coburg VIC 3058",info@taxhouse.com.au,1300 332 333,"We are a professional boutique accounting firm specialized in SME’s located in the heart of COBURG providing services such as accounting, taxation and advisory services. Taxhouse is a customer focused service business which always thinks first about its customers before thinking about its own self and complies with Australian Laws and makes its customers comply with their obligations
Level 1/366 Sydney Rd, Coburg VIC 3058
info@taxhouse.com.au
1300 332 333","[""Accountants"", ""Professional Services"", ""Victoria""]"
1630,Professional Services,professional-services,4834,Taxline,https://ummahdirectory.com.au/professional-services/taxline/,Accounting and tax agent in Pascoe Vale established in 1992,"Unit 13/39 Essex Street, Pascoe Vale VIC 3044",team@taxline.com.au,(03) 9383 4999,"Taxline Group Pty Ltd was established 1992. The firm has grown rapidly from a one man practice to a progressive firm with five qualified accountants. During this time the firm has developed an extensive range of services and excellent knowledge bank. Currently headed by Ali Abou-Eid, Taxline Group has two senior associates in Nabil El Daouk and Mersal Nasser, together with an excellent support team.
Services include:
Taxation Services
Accounting
GST/PAYG Services
Business Consulting
MYOB/Quickbooks Consulting
Finance & Leasing
Unit 13/39 Essex Street, Pascoe Vale VIC 3044
team@taxline.com.au
(03) 9383 4999","[""Accountants"", ""Professional Services"", ""Victoria""]"
1874,Queensland,queensland,6058,THR33 Coffee,https://ummahdirectory.com.au/food-and-beverage/thr33-coffee/,Newly opened contemporary cafe serving Aussie favourites in Centre Place Shopping Centre,"467 Underwood Rd, Rochedale South QLD 4123",,0450 247 895,"Located in Centre Place Shopping Centre, Thr33 Coffee is a contemporary cafe serving Aussie favourites in Centre Place Shopping Centre
467 Underwood Rd, Rochedale South QLD 4123
0450 247 895","[""Cafes"", ""Food and Beverage"", ""Queensland""]"
1874,Queensland,queensland,2444,United Muslims of Brisbane – Logan Central,https://ummahdirectory.com.au/mosque-musalla/united-muslims-of-brisbane-logan-central/,Youth focused Mosque located in Logan Shire and home to the United Muslims of Brisbane,"8 Blackwood Rd, Logan Central QLD 4114",,0401 972 443,"Its mission is to be the most active and prominent Masjid and Islamic youth and dawah organization in Queensland that provides a comprehensive range of religious and social programs to residents of Logan and Brisbane regions.
Women’s area available
8 Blackwood Rd, Logan Central QLD 4114
0401 972 443","[""Mosques"", ""Queensland""]"
1878,South Australia,south-australia,8072,MCSA Islamic Centre,https://ummahdirectory.com.au/mosque-musalla/mcsa-islamic-centre/,"August 11, 2025","August 11, 2025",,,"Elizabeth South SA 5112
Mosque in Elizabeth South and home to Muslim Community SA
Masjid Al-Tawheed and Muslim Community South Australia (MCSA) Islamic Centre offers daily, weekly, and monthly classes, youth clubs, revert support, dawah training, Qur’an and Ibadah workshops, and social gatherings to unite and support Muslims of all ages.
Products/Services: Tarbiyah Academy Program
Focus: High-quality Islamic education for children and youth aged 4-16
Curriculum includes:
Qur’an memorization (Hifz)
Hadith memorization with understanding
Islamic manners (Akhlaq) and Seerah of the Prophet (PBUH)
Quranic Arabic using Qadiah IQRA method
Arabic language skills: reading, writing, speaking, listening
Schedule: Weekend classes (usually weekends or specified days)
Additional activities: Sports Day, Qur’an and Hadith competitions, and other educational events
share this article:
Twitter
Menu
Suggest a Listing
Contact us
Get Listed
Subscribe for Offers, News and More
Full Name*
Email*
Post Code
Subscribe
Terms & Policies
ABN 88 675 131 932","[""Mosques"", ""South Australia""]"
1873,Victoria,victoria,8079,Graze Me Away,https://ummahdirectory.com.au/event-planning/graze-me-away/,Boutique catering specialist for events with grazing boxes and more,Coolaroo VIC 3048,grazemeaway@gmail.com,0450 615 360,"Graze Me Away is a boutique catering business specialising in gourmet grazing boxes, platters, and styled grazing tables for all occasions. From intimate gatherings to large events, we craft visually stunning and delicious spreads using fresh, high-quality ingredients. Based in Coolaroo, Victoria, we pride ourselves on personalised service, unique presentation, and creating memorable experiences through food.
Products/Services:
Grazing Boxes
Perfect for gifts, picnics, or small gatherings. Available in various sizes and can be customised to include:
• Sweet, savoury, or mixed selections
• Breakfast or brunch options
• Seasonal fruits, cheeses, crackers, dips, deli meats, sweets, and more
• Dietary options available (GF, vegan, 100% halal)
Grazing Platters & Catering
Ideal for entertaining at home, parties, or work functions. Available in small to extra-large sizes with a wide range of inclusions:
• Cheese & charcuterie
• Fruit & dessert platters
• Brunch platters
• Kids platters
• Mini sliders, wraps, focaccias, and more
Styled Grazing Tables
For larger events like weddings, engagements, corporate events, baby showers, and birthdays. Each table is uniquely styled with:
• Rustic or modern setups
• Custom florals and props
• Variety of finger foods, fresh produce, pastries, sliders, and more
• Includes setup, styling, hire of stands and tableware.
Coolaroo VIC 3048
grazemeaway@gmail.com
0450 615 360","[""Catering"", ""Event Planning"", ""Victoria""]"
1873,Victoria,victoria,8048,Eva Idham Architecture,https://ummahdirectory.com.au/professional-services/eva-idham-architecture/,"August 5, 2025","August 5, 2025",,,"Malvern VIC 3144
Architect and Interior Design with 17 years experience
Eva has over 17 years of local Australian architecture experience and is an Architect skilled in a diverse range of projects including single residences, multi-residential developments, educational facilities and museums. She excels at leading multi-disciplinary teams and managing complex projects from conception to completion, consistently delivering exceptional outcomes for Clients.
Her approach to design and client relationships is rooted in collaboration, community engagement, and a deep respect for culture and materials.
share this article:
Twitter
Menu
Suggest a Listing
Contact us
Get Listed
Subscribe for Offers, News and More
Full Name*
Email*
Post Code
Subscribe
Terms & Policies
ABN 88 675 131 932","[""Professional Services"", ""Victoria""]"
1873,Victoria,victoria,8008,Nasihah Legal,https://ummahdirectory.com.au/professional-services/nasihah-legal/,Nasihah Lawyers is a boutique law firm operating in the centre of Coburg,"1/288 Sydney Road, Coburg VIC 3058",mohammed@nasihahlegal.com.au,0426 988 250,"At Nasihah Legal, we are driven by the core principles of integrity, sincerity, and compassion. ‘Nasihah’ is more than just a name—it’s our guiding philosophy.
📞 Book your free consultation – 0426 988 250
Products/Services: Our team offer a wide range of legal services including:
– Family Law (parenting & property)
– Criminal Law
– Property Law & Conveyancing
– Wills & Estate (Islamic wills also)
– Civil Law
– VCAT matters
1/288 Sydney Road, Coburg VIC 3058
E-Mail
0426 988 250","[""Lawyers"", ""Professional Services"", ""Victoria""]"
1873,Victoria,victoria,7961,Shariah Collections,https://ummahdirectory.com.au/clothing/shariah-collections/,"Online hijab, abaya and modest clothing",Broadmeadows VIC 3047,Shariahcollections@gmail.com,0422 729 032,"At Shariah Collections, we are passionate about redefining modest fashion for Muslim women. Our journey began with a vision: to create clothing that reflects both elegance and practicality while staying true to the principles of modesty.
We understand the importance of comfort and functionality in everyday wear, which is why our designs feature lightweight, breathable, and wrinkle-free fabrics. Beyond comfort, we saw the need for a truly fuss-free khimar, one that is tie-back free and offers complete coverage without exposing any part of the hair or face. This commitment to solving real challenges in modest fashion inspired us to create designs that blend simplicity with sophistication.
Each piece in our collection is crafted with care, using only the finest fabrics and the utmost attention to detail. Our khimars and abayas are thoughtfully designed to prioritise modesty and comfort while delivering premium quality you can feel in every stitch
Broadmeadows VIC 3047
E-Mail
0422 729 032","[""Clothing"", ""Victoria""]"
1873,Victoria,victoria,7834,Zikkies Thrift Store,https://ummahdirectory.com.au/clothing/zikkies-thrift-store/,Thrift store located in the heart of Coburg,"428 Sydney Rd, Coburg VIC 3058",melbourne@zikkies.org.au,(03) 7013 0521,"Zikkies Thrift Store is more than just a secondhand shop—it’s a community hub where sustainable shopping meets social impact. We offer quality pre-loved clothing, homewares, and unique finds, with support from the National Zakat Foundation to uplift the Muslim community. Every purchase and donation contributes to a greater purpose, making secondhand shopping a choice that benefits both the community and the environment. Visit us in-store and be part of something meaningful!
Products:
– Clothing for men, women, and children
– Islamic wear for men, women, and children (including hijabs)
– Shoes and accessories
– Homewares and decor (including Islamic art and prayer mats)
– Books and educational resources, including Islamic books
– Toys and games
– Small furniture pieces
Services:
– Community-driven thrift shopping experience
– Donation drop-off point for preloved goods
– Affordable, sustainable fashion and homeware options
– Volunteering opportunities
– Community building initiatives
428 Sydney Rd, Coburg VIC 3058
melbourne@zikkies.org.au
(03) 7013 0521","[""Clothing"", ""Victoria""]"
