id,title,url,slug,status_badge,tagline,address,email,phone,description,excerpt,og_description,image,external_links,contact_links,category_ids,category_names,tag_ids,date,modified,scrape_error
3820,Craigieburn Masjid and Community Centre,https://ummahdirectory.com.au/mosque-musalla/craigieburn-masjid-and-community-centre/,craigieburn-masjid-and-community-centre,,Newly established mosque and community centre located in Craigieburn,"456 Mt Ridley Rd, Mickleham VIC 3064",,,"Newly established mosque and community centre located in Craigieburn
Womens Prayer Area available
456 Mt Ridley Rd, Mickleham VIC 3064",Mickleham VIC 3064 Newly established mosque and community centre located in Craigieburn,Mickleham VIC 3064 Newly established mosque and community centre located in Craigieburn,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/Craigieburn-Musallah-720x340-2.jpg?fit=720%2C340&ssl=1,"[{""label"": ""Website"", ""url"": ""http://ireaworld.org/initiatives/craigieburn-masjid-project/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]",[],"[1514, 1873]","[""Mosques"", ""Victoria""]","[1369, 1368, 1405, 1515]",2024-04-02T13:57:37,2024-04-14T15:45:28,
3813,Masjid Westall,https://ummahdirectory.com.au/mosque-musalla/masjid-westall/,masjid-westall,,Suburban mosque located in the heart of Westall,"130 Rosebank Ave, Clayton South VIC 3169",info@imcv.org.au,0466 325 175,"Nestled in the dynamic suburb of Tottenham, Melbourne, the Australia Light Foundation stands as a modern epicenter of personal development, critical thinking, unity and diversity. Our reach extends to vibrant neighborhoods such as Footscray, Maidstone, Braybrook, and beyond, weaving an interconnected network of connections. Embracing Islam, culture, society, and education, we are a dynamic community of like-minded individuals, primarily hailing from West of Melbourne.
Womens area available
130 Rosebank Ave, Clayton South VIC 3169
info@imcv.org.au
0466 325 175",Clayton South VIC 3169 Suburban mosque located in the heart of Westall,Clayton South VIC 3169 Suburban mosque located in the heart of Westall,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/west3.jpg?fit=680%2C510&ssl=1,"[{""label"": ""Website"", ""url"": ""http://www.imcv.org.au""}, {""label"": ""Facebook"", ""url"": ""http://www.facebook.com/masjid.westall.7/""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/masjid.westall""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/masjid.westall.7/""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/masjid.westall""}]","[1514, 1873]","[""Mosques"", ""Victoria""]","[1771, 1368, 1515, 1772]",2024-04-02T13:48:21,2024-04-14T15:45:28,
3803,Australia Light Foundation,https://ummahdirectory.com.au/mosque-musalla/australia-light-foundation/,australia-light-foundation,,Mosque and community centre located in the heart of Tottenham in the west of Melbourne,"291/293 Sunshine Rd, Tottenham VIC 3012",office@australialightfoundation.com.au,(03) 9312 0104,"Nestled in the dynamic suburb of Tottenham, Melbourne, the Australia Light Foundation stands as a modern epicenter of personal development, critical thinking, unity and diversity. Our reach extends to vibrant neighborhoods such as Footscray, Maidstone, Braybrook, and beyond, weaving an interconnected network of connections. Embracing Islam, culture, society, and education, we are a dynamic community of like-minded individuals, primarily hailing from West of Melbourne.
Womens area available
291/293 Sunshine Rd, Tottenham VIC 3012
office@australialightfoundation.com.au
(03) 9312 0104",Tottenham VIC 3012 Iconic Mosque and community centre located in the heart of Tottenham in Western Melbourne,Tottenham VIC 3012 Iconic Mosque and community centre located in the heart of Tottenham in Western Melbourne,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/alf2-1.jpg?fit=678%2C510&ssl=1,"[{""label"": ""Website"", ""url"": ""http://www.australialightfoundation.com.au""}, {""label"": ""Facebook"", ""url"": ""https://www.facebook.com/p/Australia-Light-Foundation-100064816207737/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""https://www.facebook.com/p/Australia-Light-Foundation-100064816207737/""}]","[1514, 1873]","[""Mosques"", ""Victoria""]","[1368, 1515, 1770]",2024-04-02T13:42:07,2024-04-14T15:45:28,
3796,Thomastown Mosque,https://ummahdirectory.com.au/mosque-musalla/thomastown-mosque/,thomastown-mosque,,Distinctive Turkish style mosque in the heart of Thomastown,"124/130 Station St, Thomastown VIC 3074",,(03) 9465 3526,"The Thomastown Mosque, is a mosque located in Thomastown, a northern suburb of Melbourne, Victoria, Australia. The mosque is situated opposite the railway line and Thomastown railway station.
Womens area available
124/130 Station St, Thomastown VIC 3074
(03) 9465 3526",Thomastown VIC 3074 Distinctive Turkish style mosque in the heart of Thomastown,Thomastown VIC 3074 Distinctive Turkish style mosque in the heart of Thomastown,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/thom3.jpg?fit=680%2C382&ssl=1,"[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/thomastown.mosque/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/thomastown.mosque/""}]","[1514, 1873]","[""Mosques"", ""Victoria""]","[1368, 1515, 1500]",2024-04-02T13:33:56,2024-04-14T15:45:29,
3788,Sunshine Mosque,https://ummahdirectory.com.au/mosque-musalla/sunshine-mosque/,sunshine-mosque,,Iconic Turkish style mosque visible from Ring Rd located in Sunshine,"618 Ballarat Rd, Sunshine VIC 3022",sunshinemosque@gmail.com,(03) 9363 8245,"The Sunshine Mosque is an Ottoman/Turkish-style mosque located in Sunshine, a suburb of Melbourne, Victoria, Australia. The mosque contains 17 domes, a minaret, and a courtyard. The mosque is managed by the Cyprus Turkish Islamic Community of Victoria
Womens area available
618 Ballarat Rd, Sunshine VIC 3022
sunshinemosque@gmail.com
(03) 9363 8245",Sunshine VIC 3022 Iconic Turkish style mosque visible from Ring Rd located in Sunshine,Sunshine VIC 3022 Iconic Turkish style mosque visible from Ring Rd located in Sunshine,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/sunshin2-1.jpg?fit=680%2C382&ssl=1,"[{""label"": ""Website"", ""url"": ""https://sunshinemosque.squarespace.com/""}, {""label"": ""Facebook"", ""url"": ""https://www.facebook.com/SunshineMosque/""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/sunshinemosque""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""https://www.facebook.com/SunshineMosque/""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/sunshinemosque""}]","[1514, 1873]","[""Mosques"", ""Victoria""]","[1368, 1515, 1416]",2024-04-02T13:28:47,2024-04-14T15:45:29,
3780,Noble Park Mosque,https://ummahdirectory.com.au/mosque-musalla/noble-park-mosque/,noble-park-mosque,,Mosque located in suburban Noble Park off main shopping strip,"18 Leonard Ave, Noble Park VIC 3174",,(03) 9546 8089,"Home of the Bosnia Herzegovina Islamic Society and Mosque located in suburban Noble Park off main shopping strip
Womens area available
18 Leonard Ave, Noble Park VIC 3174
(03) 9546 8089",Noble Park VIC 3174 Mosque located in suburban Noble Park off main shopping strip,Noble Park VIC 3174 Mosque located in suburban Noble Park off main shopping strip,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/noble3.jpg?fit=680%2C510&ssl=1,"[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/MelbourneMadinah/""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/melbmadinah/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/MelbourneMadinah/""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/melbmadinah/""}]","[1514, 1873]","[""Mosques"", ""Victoria""]","[1368, 1515, 1510]",2024-04-02T13:18:36,2024-04-14T15:45:29,
3772,Melbourne Madinah,https://ummahdirectory.com.au/mosque-musalla/melbourne-madinah/,melbourne-madinah,,Mosque located on the Melbourne CBD fringe,"1/359 Exhibition St, Melbourne VIC 3000",info@melbournemadinah.org,1300 623 462,"Home of Mercy Mission, Al Kauthar Institute, New Muslim Care, Little Explorers, Clothing 4 Dawah, Mercy Mission Media, Ramadan TV and National Zakat Foundation Australia
Women Prayer Area with Wudu Area
1/359 Exhibition St, Melbourne VIC 3000
info@melbournemadinah.org
1300 623 462",Melbourne VIC 3000 Mosque located on the Melbourne CBD fringe,Melbourne VIC 3000 Mosque located on the Melbourne CBD fringe,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/melb3.jpg?fit=382%2C510&ssl=1,"[{""label"": ""Website"", ""url"": ""http://www.madinahnext.org""}, {""label"": ""Facebook"", ""url"": ""http://www.facebook.com/MelbourneMadinah/""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/melbmadinah/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/MelbourneMadinah/""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/melbmadinah/""}]","[1514, 1873]","[""Mosques"", ""Victoria""]","[1368, 1515]",2024-04-02T13:11:04,2024-04-14T15:45:29,
3757,Albanian Islamic Centre of Shepparton,https://ummahdirectory.com.au/mosque-musalla/albanian-islamic-centre-of-shepparton/,albanian-islamic-centre-of-shepparton,,Albanian inspired mosque located in the town of Shepparton established in 1960,"8 Acacia St, Shepparton VIC 3630",,,"The Albanian Mosque, also known as the Shepparton Mosque, is a rural Sunni mosque located in a residential area of Shepparton, a regional city in Victoria, Australia. Associated with the Albanian Australian community, the mosque is owned by and the centre of the Shepparton Albanian Moslem Society
Please use the Masjid car park for parking cars for Jumu’ah and then use Maple St. Please avoid using Acacia St for parking.
8 Acacia St, Shepparton VIC 3630",Shepparton VIC 3630 Albanian inspired mosque located in the town of Shepparton est. 1960,Shepparton VIC 3630 Albanian inspired mosque located in the town of Shepparton est. 1960,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/shep1.jpg?fit=680%2C510&ssl=1,"[{""label"": ""Website"", ""url"": ""http://sheppartonalbaniansociety.org""}, {""label"": ""Facebook"", ""url"": ""http://www.facebook.com/mooroopnamosque/""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/sheppalbaniansociety/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/mooroopnamosque/""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/sheppalbaniansociety/""}]","[1514, 1873]","[""Mosques"", ""Victoria""]","[1515, 1536, 1731]",2024-04-02T12:50:04,2024-04-14T15:45:29,
3749,Mooroopna Mosque,https://ummahdirectory.com.au/mosque-musalla/mooroopna-goulburn-vale-masjid/,mooroopna-goulburn-vale-masjid,,Mosque located in the town of Shepparton,"209 McLennan St, Mooroopna VIC 3629",,,"G.V. Turkish Islamic Cultural Centre & Mosque located in Mooroopna, Shepparton in country Victoria.
Sister’s prayer area and facilities available.
209 McLennan St, Mooroopna VIC 3629",Mooroopna VIC 3629 Mosque located in the town of Shepparton,Mooroopna VIC 3629 Mosque located in the town of Shepparton,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/mooroo1.jpg?fit=680%2C510&ssl=1,"[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/mooroopnamosque/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/mooroopnamosque/""}]","[1514, 1873]","[""Mosques"", ""Victoria""]","[1515, 1536, 1731]",2024-04-02T12:36:42,2024-04-14T15:45:29,
3742,Mildura Mosque,https://ummahdirectory.com.au/mosque-musalla/islamic-council-of-victoria-copy/,islamic-council-of-victoria-copy,,Mosque located in the remote town of Mildura,"49 Tenth St, Mildura VIC 3500",,,"Mosque located in the remote town of Mildura, managed by The Turkish Islamic Society Mildura Inc.
Women’s facilities are available, not on Juma.
49 Tenth St, Mildura VIC 3500",Mildura VIC 3500 Mosque located in the remote town of Mildura,Mildura VIC 3500  Mosque located in the remote town of Mildura,https://ummahdirectory.com.au/wp-content/uploads/2024/04/mildura1.jpg,"[{""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]",[],"[1514, 1873]","[""Mosques"", ""Victoria""]","[1768, 1515, 1731]",2024-04-02T11:07:55,2025-10-20T12:30:47,
3733,Islamic Council of Victoria,https://ummahdirectory.com.au/mosque-musalla/islamic-council-of-victoria/,islamic-council-of-victoria,,CBD Mosque and home to the Islamic Council of Victoria,"66-68 Jeffcott St, West Melbourne VIC 3003",admin@icv.org.au,(03) 9328 2067,"The ICV is the peak Muslim body in the state of Victoria representing an estimated 270,000 Muslims via 76 member societies representing over 100 diverse ethnic communities.
Womens prayer area located upstairs
66-68 Jeffcott St, West Melbourne VIC 3003
admin@icv.org.au
(03) 9328 2067",West Melbourne VIC 3003 CBD Mosque and home to the Islamic Council of Victoria,West Melbourne VIC 3003  CBD Mosque and home to the Islamic Council of Victoria,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/icv3.jpg?fit=677%2C510&ssl=1,"[{""label"": ""Website"", ""url"": ""http://icv.org.au""}, {""label"": ""Facebook"", ""url"": ""http://www.facebook.com/icv.official/""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/icvaus""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/icv.official/""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/icvaus""}]","[1514, 1873]","[""Mosques"", ""Victoria""]","[1368, 1515, 1767]",2024-04-02T10:59:08,2024-04-14T15:45:29,
3729,Islamic Society of Melbourne Eastern Region – Lysterfield,https://ummahdirectory.com.au/mosque-musalla/islamic-society-of-melbourne-eastern-region-lysterfield/,islamic-society-of-melbourne-eastern-region-lysterfield,,Mosque located in the South East of Melbourne in Lysterfield,"1273 Wellington Rd, Lysterfield VIC 3156",info@isomer.org.au,(03) 9752 9977,"Located in Islamic Society of Melbourne Eastern Region (ISOMER) Aged Care
ISOMER was formed by a small group of families to cater for the Muslim community in Melbourne’s South Eastern region, irrespective of their ethnic origin.
Small area for women
1273 Wellington Rd, Lysterfield VIC 3156
info@isomer.org.au
(03) 9752 9977",Lysterfield VIC 3156 Mosque located in the South East of Melbourne in Lysterfield,Lysterfield VIC 3156 Mosque located in the South East of Melbourne in Lysterfield,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/lyst1.jpg?fit=1360%2C1016&ssl=1,"[{""label"": ""Website"", ""url"": ""http://isomer.org.au""}, {""label"": ""Facebook"", ""url"": ""http://www.facebook.com/lysterfieldmosque/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/lysterfieldmosque/""}]","[1514, 1873]","[""Mosques"", ""Victoria""]","[1766, 1368, 1515]",2024-04-02T10:46:48,2024-04-14T15:45:29,
3723,Huntingdale Mosque,https://ummahdirectory.com.au/mosque-musalla/huntingdale-mosque/,huntingdale-mosque,,Suburban mosque located in the heart of Huntingdale,"320-326 Huntingdale Rd, Huntingdale VIC 3166",,(03) 9417 5760,"Note car park entrance from the back. Enter rear car park via Hume St.
Huntingdale Mosque is managed by Australia Bangladesh Islamic Council.
Small area for women
320-326 Huntingdale Rd, Huntingdale VIC 3166
(03) 9417 5760",Huntingdale VIC 3166 Suburban mosque located in the heart of Huntingdale,Huntingdale VIC 3166 Suburban mosque located in the heart of Huntingdale,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/hunting1.jpg?fit=680%2C510&ssl=1,"[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/HuntingdaleMosque/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/HuntingdaleMosque/""}]","[1514, 1873]","[""Mosques"", ""Victoria""]","[1766, 1368, 1515]",2024-04-02T10:39:05,2024-04-14T15:45:29,
3717,BSN Central Mosque,https://ummahdirectory.com.au/mosque-musalla/bsn-central-mosque/,bsn-central-mosque,,Quaint neighbourhood mosque located in the heart of Fitzroy,"144 Fitzroy St, Fitzroy VIC 3065",,(03) 9417 5760,"Fitzroy Mosque (Said Nursi Islamic Cultural Center).
Female wudu and prayer facility is available. Unfortunately Juma prayer is men only.
144 Fitzroy St, Fitzroy VIC 3065
(03) 9417 5760",Fitzroy VIC 3065 Quaint neighbourhood mosque located in the heart of Fitzroy,Fitzroy VIC 3065 Quaint neighbourhood mosque located in the heart of Fitzroy,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/fitzroy2.png?fit=720%2C340&ssl=1,"[{""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]",[],"[1514, 1873]","[""Mosques"", ""Victoria""]","[1417, 1368, 1515]",2024-04-02T10:29:30,2024-04-14T15:45:29,
3710,Dandenong Mosque,https://ummahdirectory.com.au/mosque-musalla/dandenong-mosque/,dandenong-mosque,,Albanian inspired mosque in the heart of Dandenong South,"10/12 Dalgety St, Dandenong VIC 3175",,(03) 9793 2879,"One of the earliest mosques in the country managed by the Albanian Sakie Islamic Society of Dandenong.
Women’s area available.
10/12 Dalgety St, Dandenong VIC 3175
(03) 9793 2879",Dandenong VIC 3175 Albanian inspired mosque in the heart of Dandenong South,Dandenong VIC 3175  Albanian inspired mosque in the heart of Dandenong South,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/dandy2.jpg?fit=680%2C382&ssl=1,"[{""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]",[],"[1514, 1873]","[""Mosques"", ""Victoria""]","[1403, 1368, 1515]",2024-04-02T10:19:09,2024-04-14T15:45:29,
3702,Campbellfield Mosque,https://ummahdirectory.com.au/mosque-musalla/campbellfield-mosque/,campbellfield-mosque,,Mosque in the heart of Campbellfield,"46-48 Mason St, Campbellfield VIC 3061",info@campbellfieldmosque.org.au,(03) 9077 7066,"The Campbellfield Mosque is a non-profit organisation established in 1987 by the United Islamic Cultural Centre of Australia (UICCA).
With the generous assistance of the community, the Centre began at rental properties, classrooms and community centres.
In subsequent years, the society grew demanding of bigger premises and facilities. With the grace of Allah SWT, UICCA has established its first Masjid on a two-acre land in Campbellfield.
Front door in front of the gate is Men’s masjid entrance. Ladies entrance is on the side under the bridge.
Please note the Mosque may be locked/closed after congregations for security purposes, please press the bell located outside and you will be let in.
46-48 Mason St, Campbellfield VIC 3061
info@campbellfieldmosque.org.au
(03) 9077 7066",Campbellfield VIC 3061 Mosque in the heart of Campbellfield,Campbellfield VIC 3061  Mosque in the heart of Campbellfield,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/campbellfield1.jpg?fit=680%2C382&ssl=1,"[{""label"": ""Website"", ""url"": ""https://www.campbellfieldmosque.org.au""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]",[],"[1514, 1873]","[""Mosques"", ""Victoria""]","[1375, 1368, 1515]",2024-04-02T10:06:51,2024-04-14T15:45:29,
2388,IQRA College,https://ummahdirectory.com.au/education/general-islamic-colleges/iqra-college/,iqra-college,,Private Islamic college located in O’Halloran Hill,"5 Majors Road, O'Halloran Hill SA 5158",admin@iqracollege.sa.edu.au,(08) 8298 2550,"IQRA College, South Australia (SA) founded in 2017
Reception to YR 12, located in the southern suburbs of Adelaide.
5 Majors Road, O'Halloran Hill SA 5158
admin@iqracollege.sa.edu.au
(08) 8298 2550",O’Halloran Hill SA 5158 Private Islamic college located in O’Halloran Hill est. in 2017,O'Halloran Hill SA 5158  Private Islamic college located in O'Halloran Hill est. in 2017,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/iqra2.jpg?fit=680%2C510&ssl=1,"[{""label"": ""Website"", ""url"": ""https://www.iqracollege.sa.edu.au/""}, {""label"": ""Facebook"", ""url"": ""http://www.facebook.com/iqracollegesa""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/iqracollegesa/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/iqracollegesa""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/iqracollegesa/""}]","[1492, 1576, 1873]","[""Education"", ""General & Islamic Schools"", ""Victoria""]","[1709, 1493, 1651, 1764]",2024-04-02T09:49:03,2024-04-14T15:45:29,
2365,Ar Rukun Mosque,https://ummahdirectory.com.au/mosque-musalla/ar-rukun-mosque/,ar-rukun-mosque,,Ar-Rukun Mosque located in the town of Rockingham,"4 Attwood Way, Rockingham WA 6168",,(08) 9527 8633,"Ar-Rukun Mosque located in the town of Rockingham in Western Australia
Womens area available
4 Attwood Way, Rockingham WA 6168
(08) 9527 8633",Rockingham WA 6168 Ar-Rukun Mosque located in the town of Rockingham,Rockingham WA 6168 Ar-Rukun Mosque located in the town of Rockingham,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/rockingham1.png?fit=720%2C340&ssl=1,"[{""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]",[],[1514],"[""Mosques""]","[1515, 1763, 1750]",2024-04-01T23:47:59,2024-04-01T23:48:59,
